hmm_profile	orf_id	score	i_evalue	env_from	env_to
FAM016564	Contig302_ORF_515_1772+	52.7	7.863460751876428e-15	193	411
FAM004376	Contig253_ORF_159_18090+	62.7	5.0031181982195006e-18	4893	5166
FAM004376	Contig148_ORF_931_2119-	94.2	1.4242339476956246e-27	18	298
FAM004376	Contig400_ORF_1273_4156+	96.77	2.372246156768159e-28	647	916
FAM004376	Contig401_ORF_1286_4169+	96.77	2.372246156768159e-28	647	916
FAM004376	Contig511_ORF_186_2946-	54.52	1.5033572049051483e-15	690	782
FAM004376	Contig385_ORF_2494_11404-	79.68	3.5884186867543157e-23	1891	2162
FAM004376	Contig317_ORF_168_3645-	79.55	3.92511503528119e-23	802	1128
FAM004376	Contig318_ORF_745_2890-	73.0	3.777043838009989e-21	434	707
FAM004376	Contig172_ORF_132_1131-	63.1	3.787638743640468e-18	46	231
FAM004376	Contig401_ORF_4916_5972+	51.65	1.1162374096615815e-14	2	145
FAM000858	Contig125_ORF_3532_4957-	99.58	1.1451222349377639e-29	209	462
FAM000858	Contig125_ORF_3034_3526-	54.49	4.454022091048051e-16	3	141
FAM023593	Contig125_ORF_3532_4957-	59.91	1.6446738951606143e-17	230	468
FAM002436	Contig252_ORF_84_5007+	240.02	1.0858541212667891e-71	1126	1632
FAM021656	Contig125_ORF_3532_4957-	122.17	2.5296606406787946e-36	30	411
FAM021780	Contig444_ORF_225_714-	194.64	2.6064894030932798e-58	1	158
FAM023563	Contig125_ORF_3532_4957-	106.21	1.2930635043485572e-31	13	464
FAM023563	Contig125_ORF_3034_3526-	55.33	2.7984792116081635e-16	3	131
FAM023521	Contig125_ORF_3532_4957-	60.43	2.577180671529454e-17	172	457
FAM025849	Contig252_ORF_84_5007+	73.03	1.3891867849659187e-21	621	963
FAM022208	Contig341_ORF_3193_5212-	200.65	7.812322588584254e-60	16	664
FAM008450	Contig252_ORF_84_5007+	154.08	1.1254889478518483e-45	1130	1624
FAM000723	Contig125_ORF_3532_4957-	469.52	7.028693206978136e-141	9	471
FAM000723	Contig125_ORF_3034_3526-	152.47	3.134650091295071e-45	2	153
FAM020648	Contig110_ORF_73_1003+	146.45	2.367554764811192e-43	3	211
FAM020648	Contig110_ORF_73_1003+	59.61	4.978043079668705e-17	153	258
FAM020648	Contig336_ORF_241_1966+	58.37	1.1786287013250865e-16	54	185
FAM006478	Contig252_ORF_84_5007+	74.34	5.258228235088932e-22	661	962
FAM006478	Contig252_ORF_84_5007+	107.73	4.549242608772289e-32	1198	1629
FAM015187	Contig125_ORF_3532_4957-	111.79	3.071230680557237e-33	39	472
FAM004894	Contig125_ORF_3532_4957-	135.84	1.9504454650935304e-40	24	473
FAM008745	Contig252_ORF_84_5007+	210.27	1.0855203824938063e-62	1206	1629
FAM005265	Contig252_ORF_84_5007+	63.63	1.3098850238355236e-18	1289	1622
FAM001045	Contig337_ORF_493_2113+	50.92	2.046397801136814e-14	149	513
FAM027620	Contig125_ORF_3532_4957-	178.31	2.195509591007835e-53	9	474
FAM027620	Contig125_ORF_3034_3526-	67.34	6.157349258411373e-20	2	135
